"Name","K","Kin","Kout","TypeI","TypeII","Type"
"ILK",32,23,9,0,1,"coding"
"IRS1",64,47,17,0,1,"coding"
"PTPRF",27,22,5,0,1,"coding"
"DNAJA1",38,32,6,0,1,"coding"
"CD5",18,14,4,0,1,"coding"
"ITCH",23,19,4,0,1,"coding"
"CBX2",49,48,1,0,1,"coding"
"TAF4",30,22,8,0,1,"coding"
"TRIM28",25,23,2,0,1,"coding"
"MCM10",32,22,10,0,1,"coding"
"CCR5",28,18,10,0,1,"coding"
"MMP3",14,10,4,0,1,"coding"
"CCR1",9,7,2,0,1,"coding"
"VCAN",64,52,12,0,1,"coding"
"DPP4",17,9,8,0,1,"coding"
"CCR3",13,5,8,0,1,"coding"
"IL8",11,10,1,0,1,"coding"
"CCL5",22,14,8,0,1,"coding"
"SDC1",19,13,6,0,1,"coding"
"MMP14",33,21,12,0,1,"coding"
"CCNB1",75,61,14,0,1,"coding"
"CDC25C",14,9,5,0,1,"coding"
"GADD45G",34,21,13,0,1,"coding"
"CDK9",31,21,10,0,1,"coding"
"JAK1",73,45,28,0,1,"coding"
"CD4",45,27,18,0,1,"coding"
"PTK2B",50,24,26,0,1,"coding"
"TXK",15,11,4,0,1,"coding"
"PAFAH1B2",47,45,2,0,1,"coding"
"VHL",26,20,6,0,1,"coding"
"ITGB2",32,10,22,0,1,"coding"
"ITGB1",80,48,32,0,1,"coding"
"PTPRC",32,19,13,0,1,"coding"
"CD2",14,8,6,0,1,"coding"
"CD244",7,5,2,0,1,"coding"
"LAT",21,9,12,0,1,"coding"
"CD247",21,5,16,0,1,"coding"
"CSK",29,21,8,0,1,"coding"
"SIVA1",12,10,2,0,1,"coding"
"TRAF2",87,17,70,0,1,"coding"
"TRAF3",19,14,5,0,1,"coding"
"CD28",29,16,13,0,1,"coding"
"GRAP2",45,31,14,0,1,"coding"
"PKD2",26,24,2,0,1,"coding"
"CD3E",16,10,6,0,1,"coding"
"IL16",21,16,5,0,1,"coding"
"GNAI1",48,27,21,0,1,"coding"
"ITGAV",37,27,10,0,1,"coding"
"UBQLN1",33,25,8,0,1,"coding"
"CD48",11,7,4,0,1,"coding"
"IL2",9,7,2,0,1,"coding"
"SDCBP",39,32,7,0,1,"coding"
"HLA-DRA",14,11,3,0,1,"coding"
"CD81",21,16,5,0,1,"coding"
"ITGA4",19,14,5,0,1,"coding"
"HBEGF",30,24,6,0,1,"coding"
"CD8A",12,5,7,0,1,"coding"
"COL4A1",32,26,6,0,1,"coding"
"COL4A3",20,13,7,0,1,"coding"
"MELK",44,43,1,0,1,"coding"
"SAFB",20,14,6,0,1,"coding"
"ITSN1",51,43,8,0,1,"coding"
"CDH2",34,27,7,0,1,"coding"
"GRIN2D",26,17,9,0,1,"coding"
"PKP4",20,19,1,0,1,"coding"
"CDK5RAP1",6,4,2,0,1,"coding"
"CDKN1B",28,19,9,0,1,"coding"
"PAX6",14,9,5,0,1,"coding"
"GATA2",108,12,96,0,1,"coding"
"MYB",148,20,128,0,1,"coding"
"SMARCC1",28,20,8,0,1,"coding"
"TAF9",24,17,7,0,1,"coding"
"FOSL2",130,65,65,0,1,"coding"
"TP53",63,12,51,0,1,"coding"
"SPTBN4",24,19,5,0,1,"coding"
"PIN1",54,36,18,0,1,"coding"
"SNAP25",16,14,2,0,1,"coding"
"NEK2",12,7,5,0,1,"coding"
"CHEK2",41,28,13,0,1,"coding"
"CHFR",14,10,4,0,1,"coding"
"CHGB",9,4,5,0,1,"coding"
"POLR2E",22,18,4,0,1,"coding"
"CHM",9,8,1,0,1,"coding"
"CHMP1B",15,13,2,0,1,"coding"
"CHMP2A",8,6,2,0,1,"coding"
"MAPK8IP2",32,20,12,0,1,"coding"
"GNA15",5,3,2,0,1,"coding"
"WWP1",29,25,4,0,1,"coding"
"GADD45A",35,23,12,0,1,"coding"
"ICAM3",6,4,2,0,1,"coding"
"TYROBP",8,6,2,0,1,"coding"
"GOLM1",19,17,2,0,1,"coding"
"HGS",37,20,17,0,1,"coding"
"CMA1",5,2,3,0,1,"coding"
"CNKSR1",7,5,2,0,1,"coding"
"CNKSR2",23,20,3,0,1,"coding"
"CNOT7",15,12,3,0,1,"coding"
"MET",57,38,19,0,1,"coding"
"LIFR",44,40,4,0,1,"coding"
"HN1L",12,11,1,0,1,"coding"
"CNTN1",19,16,3,0,1,"coding"
"PTPRB",33,29,4,0,1,"coding"
"RTN4",23,13,10,0,1,"coding"
"KCNA2",10,8,2,0,1,"coding"
"COG4",3,2,1,0,1,"coding"
"MAD1L1",9,7,2,0,1,"coding"
"COL13A1",25,20,5,0,1,"coding"
"PPL",20,18,2,0,1,"coding"
"KDR",51,29,22,0,1,"coding"
"IGFBP3",35,27,8,0,1,"coding"
"COL2A1",20,12,8,0,1,"coding"
"PXN",55,30,25,0,1,"coding"
"XRN2",14,9,5,0,1,"coding"
"MAPK14",60,48,12,0,1,"coding"
"TRIM37",40,32,8,0,1,"coding"
"COPS3",11,6,5,0,1,"coding"
"COPS5",17,15,2,0,1,"coding"
"GPS1",19,13,6,0,1,"coding"
"CPE",32,27,5,0,1,"coding"
"RPA1",19,6,13,0,1,"coding"
"NUDT21",33,23,10,0,1,"coding"
"GLI2",44,31,13,0,1,"coding"
"NFIL3",18,17,1,0,1,"coding"
"DACH1",30,24,6,0,1,"coding"
"EBF1",167,31,136,0,1,"coding"
"ETS1",202,60,142,0,1,"coding"
"GATA1",220,7,213,0,1,"coding"
"MAFG",18,14,4,0,1,"coding"
"NCOA6",33,26,7,0,1,"coding"
"NFIC",101,43,58,0,1,"coding"
"PROX1",44,37,7,0,1,"coding"
"SNIP1",38,33,5,0,1,"coding"
"TUBB2A",31,29,2,0,1,"coding"
"FRS2",82,75,7,0,1,"coding"
"IRS2",37,30,7,0,1,"coding"
"CRKL",62,42,20,0,1,"coding"
"GAB2",13,8,5,0,1,"coding"
"TGFB1I1",23,22,1,0,1,"coding"
"PPP1R8",17,10,7,0,1,"coding"
"CSF1",26,23,3,0,1,"coding"
"INPP5D",19,9,10,0,1,"coding"
"FES",12,8,4,0,1,"coding"
"HNRNPK",38,28,10,0,1,"coding"
"HDAC3",24,19,5,0,1,"coding"
"ERCC8",8,6,2,0,1,"coding"
"POLR2B",16,15,1,0,1,"coding"
"SNRNP70",19,14,5,0,1,"coding"
"CTGF",43,41,2,0,1,"coding"
"NOV",15,10,5,0,1,"coding"
"RUVBL1",11,10,1,0,1,"coding"
"ZFYVE9",25,19,6,0,1,"coding"
"FAM118B",13,12,1,0,1,"coding"
"LGALS3",16,12,4,0,1,"coding"
"NCF4",6,5,1,0,1,"coding"
"FMR1",26,23,3,0,1,"coding"
"FXR2",33,22,11,0,1,"coding"
"TRIM23",30,24,6,0,1,"coding"
"DAG1",26,19,7,0,1,"coding"
"MCM7",49,38,11,0,1,"coding"
"UPF1",16,11,5,0,1,"coding"
"RPGR",5,4,1,0,1,"coding"
"NIF3L1",29,23,6,0,1,"coding"
"SNAPIN",15,10,5,0,1,"coding"
"EIF3E",20,16,4,0,1,"coding"
"NUP62",20,19,1,0,1,"coding"
"DEK",31,29,2,0,1,"coding"
"SRRM1",7,3,4,0,1,"coding"
"MYO15A",2,1,1,0,1,"coding"
"HSPD1",40,33,7,0,1,"coding"
"PTCH1",19,18,1,0,1,"coding"
"DIAPH2",26,25,1,0,1,"coding"
"DLEU1",9,6,3,0,1,"coding"
"PSMA1",18,9,9,0,1,"coding"
"DLG1",43,11,32,0,1,"coding"
"GNG13",3,2,1,0,1,"coding"
"MAPK12",13,4,9,0,1,"coding"
"DLG2",48,27,21,0,1,"coding"
"DLGAP1",11,5,6,0,1,"coding"
"NOS1",19,11,8,0,1,"coding"
"DLG3",35,16,19,0,1,"coding"
"SYNGAP1",26,24,2,0,1,"coding"
"YES1",39,32,7,0,1,"coding"
"DLST",9,7,2,0,1,"coding"
"DYNLL2",47,45,2,0,1,"coding"
"DLGAP4",14,11,3,0,1,"coding"
"FLII",13,10,3,0,1,"coding"
"SOX10",21,9,12,0,1,"coding"
"SOX8",16,11,5,0,1,"coding"
"NUDT3",50,36,14,0,1,"coding"
"DNAJC3",26,23,3,0,1,"coding"
"HSPA1B",22,21,1,0,1,"coding"
"DNMBP",21,18,3,0,1,"coding"
"TRIM27",19,17,2,0,1,"coding"
"KIAA1279",23,19,4,0,1,"coding"
"DPM2",13,12,1,0,1,"coding"
"DPPA2",5,2,3,0,1,"coding"
"SH3GL3",17,4,13,0,1,"coding"
"MPDZ",15,9,6,0,1,"coding"
"GABRA1",5,3,2,0,1,"coding"
"NCK1",53,15,38,0,1,"coding"
"KRT5",6,3,3,0,1,"coding"
"MAPK11",9,7,2,0,1,"coding"
"DUSP23",13,7,6,0,1,"coding"
"PRPF3",4,2,2,0,1,"coding"
"DYNC1I1",16,11,5,0,1,"coding"
"PNN",13,8,5,0,1,"coding"
"PARD3",17,10,7,0,1,"coding"
"E2F6",200,26,174,0,1,"coding"
"TFDP1",19,15,4,0,1,"coding"
"TFDP2",37,33,4,0,1,"coding"
"E2F3",134,73,61,0,1,"coding"
"ECH1",10,6,4,0,1,"coding"
"RHOG",17,14,3,0,1,"coding"
"EDA",6,5,1,0,1,"coding"
"GRK6",20,16,4,0,1,"coding"
"EXOSC4",19,9,10,0,1,"coding"
"EEF1B2",6,4,2,0,1,"coding"
"MVD",4,3,1,0,1,"coding"
"EEF2K",25,19,6,0,1,"coding"
"EFNA1",22,19,3,0,1,"coding"
"EFNA3",14,13,1,0,1,"coding"
"EFNA5",37,36,1,0,1,"coding"
"EPHB2",34,20,14,0,1,"coding"
"EFNB1",25,20,5,0,1,"coding"
"PTPN13",19,14,5,0,1,"coding"
"RGS3",16,12,4,0,1,"coding"
"HOMER1",28,19,9,0,1,"coding"
"SNRPD2",18,9,9,0,1,"coding"
"NPM1",26,18,8,0,1,"coding"
"EIF3F",11,8,3,0,1,"coding"
"EIF4E",20,18,2,0,1,"coding"
"GNB2L1",36,29,7,0,1,"coding"
"ID2",20,13,7,0,1,"coding"
"ELN",21,19,2,0,1,"coding"
"FYB",15,5,10,0,1,"coding"
"TES",35,30,5,0,1,"coding"
"ING4",8,6,2,0,1,"coding"
"EPHB3",9,6,3,0,1,"coding"
"GRAP",11,8,3,0,1,"coding"
"SYNCRIP",66,64,2,0,1,"coding"
"HOOK2",9,7,2,0,1,"coding"
"FLI1",260,26,234,0,1,"coding"
"SMARCA2",23,20,3,0,1,"coding"
"ETF1",15,14,1,0,1,"coding"
"MAF",62,38,24,0,1,"coding"
"RAB27A",30,21,9,0,1,"coding"
"F10",14,9,5,0,1,"coding"
"SGTA",13,8,5,0,1,"coding"
"TJP1",47,36,11,0,1,"coding"
"PROC",5,4,1,0,1,"coding"
"SERPINC1",12,10,2,0,1,"coding"
"F2R",35,26,9,0,1,"coding"
"PRTN3",6,5,1,0,1,"coding"
"F2RL2",21,18,3,0,1,"coding"
"RAP1A",36,22,14,0,1,"coding"
"RABAC1",38,25,13,0,1,"coding"
"TNFRSF1A",40,18,22,0,1,"coding"
"HDAC6",12,10,2,0,1,"coding"
"FCER1G",10,4,6,0,1,"coding"
"ZAP70",34,4,30,0,1,"coding"
"MEST",7,5,2,0,1,"coding"
"FGFR1",38,31,7,0,1,"coding"
"HSPA9",25,22,3,0,1,"coding"
"SYT1",27,23,4,0,1,"coding"
"RPS6KA3",81,70,11,0,1,"coding"
"HNRNPL",33,28,5,0,1,"coding"
"ICAM1",21,18,3,0,1,"coding"
"FIGF",5,3,2,0,1,"coding"
"FLNB",26,23,3,0,1,"coding"
"NPHP1",11,9,2,0,1,"coding"
"SHBG",5,1,4,0,1,"coding"
"SYNJ1",24,16,8,0,1,"coding"
"FOXA2",44,1,43,0,1,"coding"
"NR1H3",27,10,17,0,1,"coding"
"MPHOSPH6",13,9,4,0,1,"coding"
"TAF10",20,9,11,0,1,"coding"
"SLC35E1",11,9,2,0,1,"coding"
"PRKCH",16,14,2,0,1,"coding"
"GIPC1",26,18,8,0,1,"coding"
"WNT1",19,16,3,0,1,"coding"
"MAP3K3",52,48,4,0,1,"coding"
"GABARAP",14,7,7,0,1,"coding"
"PPP3CA",24,15,9,0,1,"coding"
"PRKCG",12,3,9,0,1,"coding"
"GABRB2",25,23,2,0,1,"coding"
"TRAK2",25,23,2,0,1,"coding"
"GAL",10,9,1,0,1,"coding"
"GNAQ",51,35,16,0,1,"coding"
"GAP43",18,17,1,0,1,"coding"
"IARS",15,14,1,0,1,"coding"
"GAS1",28,26,2,0,1,"coding"
"NR5A1",7,3,4,0,1,"coding"
"MBD3",186,28,158,0,1,"coding"
"GBP2",15,7,8,0,1,"coding"
"GDE1",40,39,1,0,1,"coding"
"S100A8",17,14,3,0,1,"coding"
"NCAM1",20,15,5,0,1,"coding"
"RET",25,10,15,0,1,"coding"
"GGA1",27,21,6,0,1,"coding"
"GGA2",33,23,10,0,1,"coding"
"RABEP1",33,30,3,0,1,"coding"
"GGA3",18,15,3,0,1,"coding"
"TSG101",23,15,8,0,1,"coding"
"GHRL",3,1,2,0,1,"coding"
"RGS19",19,11,8,0,1,"coding"
"NUDT18",18,12,6,0,1,"coding"
"PLEKHF2",36,34,2,0,1,"coding"
"GMEB1",16,10,6,0,1,"coding"
"TRPC3",21,14,7,0,1,"coding"
"TSHR",12,4,8,0,1,"coding"
"GPSM2",21,18,3,0,1,"coding"
"GNAI3",26,16,10,0,1,"coding"
"PLCB1",24,19,5,0,1,"coding"
"GOLGA2",29,19,10,0,1,"coding"
"IGF2",55,49,6,0,1,"coding"
"LRSAM1",14,8,6,0,1,"coding"
"SHB",15,12,3,0,1,"coding"
"GRASP",8,5,3,0,1,"coding"
"NGFR",44,25,19,0,1,"coding"
"USP8",21,19,2,0,1,"coding"
"VAV3",67,58,9,0,1,"coding"
"PPM1A",44,38,6,0,1,"coding"
"TUBA1B",36,34,2,0,1,"coding"
"SGK1",47,43,4,0,1,"coding"
"TAF1C",12,9,3,0,1,"coding"
"HAND2",52,24,28,0,1,"coding"
"HEY2",13,12,1,0,1,"coding"
"HEYL",43,39,4,0,1,"coding"
"TCF3",172,21,151,0,1,"coding"
"MMP2",56,35,21,0,1,"coding"
"PSMD4",11,9,2,0,1,"coding"
"SPOP",23,21,2,0,1,"coding"
"NR4A1",26,8,18,0,1,"coding"
"HEXDC",7,4,3,0,1,"coding"
"SMAD7",45,33,12,0,1,"coding"
"PLAU",16,12,4,0,1,"coding"
"HLA-B",14,10,4,0,1,"coding"
"HLA-C",16,8,8,0,1,"coding"
"HSPA5",35,21,14,0,1,"coding"
"MBP",28,7,21,0,1,"coding"
"IRF1",65,16,49,0,1,"coding"
"NR1H2",35,8,27,0,1,"coding"
"SEPT2",4,1,3,0,1,"coding"
"TNPO1",62,58,4,0,1,"coding"
"PKNOX1",20,19,1,0,1,"coding"
"MEIS1",46,37,9,0,1,"coding"
"PBX1",116,34,82,0,1,"coding"
"HOXC8",30,28,2,0,1,"coding"
"TAF1",153,16,137,0,1,"coding"
"NUAK1",44,36,8,0,1,"coding"
"S1PR1",56,53,3,0,1,"coding"
"HTRA1",18,9,9,0,1,"coding"
"ICAM4",4,3,1,0,1,"coding"
"IFNAR1",26,18,8,0,1,"coding"
"TYK2",15,8,7,0,1,"coding"
"IFNAR2",46,42,4,0,1,"coding"
"IGBP1",13,11,2,0,1,"coding"
"IGF1",86,84,2,0,1,"coding"
"IGFBP5",38,33,5,0,1,"coding"
"RANBP10",8,7,1,0,1,"coding"
"IKZF1",33,11,22,0,1,"coding"
"IKZF4",19,17,2,0,1,"coding"
"IKZF5",35,33,2,0,1,"coding"
"IL12B",5,4,1,0,1,"coding"
"IL4R",18,8,10,0,1,"coding"
"IL2RB",19,6,13,0,1,"coding"
"IL18",7,4,3,0,1,"coding"
"IL1RAP",35,27,8,0,1,"coding"
"NDN",21,16,5,0,1,"coding"
"TICAM2",10,4,6,0,1,"coding"
"IL21",2,1,1,0,1,"coding"
"PTPN6",60,12,48,0,1,"coding"
"IRAK1",52,26,26,0,1,"coding"
"TRAF4",20,13,7,0,1,"coding"
"IRF2",16,11,5,0,1,"coding"
"IRF3",22,13,9,0,1,"coding"
"ITGA2",38,29,9,0,1,"coding"
"ITGB7",10,3,7,0,1,"coding"
"ITGB5",26,13,13,0,1,"coding"
"LTB",9,7,2,0,1,"coding"
"RANBP9",20,16,4,0,1,"coding"
"VTN",11,3,8,0,1,"coding"
"PRKG1",48,34,14,0,1,"coding"
"PPIA",29,25,4,0,1,"coding"
"VTA1",35,31,4,0,1,"coding"
"KHSRP",33,29,4,0,1,"coding"
"ZNF638",31,25,6,0,1,"coding"
"LAIR1",9,8,1,0,1,"coding"
"LAMA2",7,6,1,0,1,"coding"
"LEF1",21,11,10,0,1,"coding"
"LIMS1",31,26,5,0,1,"coding"
"TMPO",39,35,4,0,1,"coding"
"LRP3",16,14,2,0,1,"coding"
"LSM2",9,3,6,0,1,"coding"
"LSM4",19,14,5,0,1,"coding"
"LSM5",14,9,5,0,1,"coding"
"LSM7",15,4,11,0,1,"coding"
"PTCD3",18,17,1,0,1,"coding"
"ZHX1",34,26,8,0,1,"coding"
"MED12",11,9,2,0,1,"coding"
"PDX1",5,2,3,0,1,"coding"
"MAP1B",86,77,9,0,1,"coding"
"MAP2K6",21,19,2,0,1,"coding"
"MAP3K5",36,22,14,0,1,"coding"
"PHC2",19,15,4,0,1,"coding"
"RAI1",18,15,3,0,1,"coding"
"MAPK8IP3",29,16,13,0,1,"coding"
"SNAP23",32,24,8,0,1,"coding"
"TTF2",37,27,10,0,1,"coding"
"MAZ",162,30,132,0,1,"coding"
"SRPK1",39,37,2,0,1,"coding"
"POMC",6,3,3,0,1,"coding"
"MED9",14,10,4,0,1,"coding"
"MEF2D",69,65,4,0,1,"coding"
"MEP1B",2,1,1,0,1,"coding"
"MINK1",40,36,4,0,1,"coding"
"OSGEP",10,2,8,0,1,"coding"
"SYNE1",36,31,5,0,1,"coding"
"MYCN",71,12,59,0,1,"coding"
"ZFHX3",53,52,1,0,1,"coding"
"RAB11A",45,42,3,0,1,"coding"
"PNKP",6,4,2,0,1,"coding"
"NCF2",7,4,3,0,1,"coding"
"RORA",91,86,5,0,1,"coding"
"RORB",50,46,4,0,1,"coding"
"RXRB",26,17,9,0,1,"coding"
"NR1D2",17,15,2,0,1,"coding"
"NR1D1",4,2,2,0,1,"coding"
"SDCBP2",4,2,2,0,1,"coding"
"TLX1",27,11,16,0,1,"coding"
"RELB",15,9,6,0,1,"coding"
"NTRK1",16,3,13,0,1,"coding"
"SMPD1",12,11,1,0,1,"coding"
"NKX2-1",11,3,8,0,1,"coding"
"NLGN3",11,8,3,0,1,"coding"
"SFPQ",124,46,78,0,1,"coding"
"NOP2",16,14,2,0,1,"coding"
"NPPA",4,2,2,0,1,"coding"
"NPR1",42,40,2,0,1,"coding"
"PYY",3,2,1,0,1,"coding"
"NPY2R",4,3,1,0,1,"coding"
"RXRG",8,6,2,0,1,"coding"
"SIX3",14,11,3,0,1,"coding"
"STX4",18,12,6,0,1,"coding"
"NUP98",23,17,6,0,1,"coding"
"RANBP2",45,33,12,0,1,"coding"
"PABPC1",41,31,10,0,1,"coding"
"BACH2",76,65,11,0,1,"coding"
"WT1",16,12,4,0,1,"coding"
"YBX1",29,23,6,0,1,"coding"
"RAD50",10,7,3,0,1,"coding"
"PDGFRB",43,18,25,0,1,"coding"
"PEX5",14,9,5,0,1,"coding"
"PFN2",35,31,4,0,1,"coding"
"SCMH1",6,4,2,0,1,"coding"
"RND1",5,2,3,0,1,"coding"
"POLDIP2",23,19,4,0,1,"coding"
"TAF15",20,16,4,0,1,"coding"
"POLR3F",15,12,3,0,1,"coding"
"PPP1CB",30,29,1,0,1,"coding"
"PRIM1",26,25,1,0,1,"coding"
"XPA",8,5,3,0,1,"coding"
"PRLR",43,31,12,0,1,"coding"
"SNRPD1",67,61,6,0,1,"coding"
"PROS1",5,2,3,0,1,"coding"
"PTGDS",7,4,3,0,1,"coding"
"PTGFR",14,12,2,0,1,"coding"
"PTPRE",15,9,6,0,1,"coding"
"RABGGTB",14,13,1,0,1,"coding"
"RAB3A",7,4,3,0,1,"coding"
"RAB5B",56,52,4,0,1,"coding"
"RDH11",18,16,2,0,1,"coding"
"RFX2",7,5,2,0,1,"coding"
"RFX3",21,19,2,0,1,"coding"
"RINT1",8,6,2,0,1,"coding"
"SMAD5",52,42,10,0,1,"coding"
"SLC9A3",5,3,2,0,1,"coding"
"SIX5",60,17,43,0,1,"coding"
"SOX5",28,26,2,0,1,"coding"
"ZNF76",27,10,17,0,1,"coding"
"TCEB1",39,35,4,0,1,"coding"
"SOX6",38,37,1,0,1,"coding"
"SREBF2",14,8,6,0,1,"coding"
"NKX3-1",21,8,13,0,1,"coding"
"SPOCK2",11,10,1,0,1,"coding"
"STAT4",12,4,8,0,1,"coding"
"TF",9,2,7,0,1,"coding"
"YEATS4",9,8,1,0,1,"coding"
"TFAP2C",109,12,97,0,1,"coding"
"TM4SF1",10,7,3,0,1,"coding"
"TNFSF10",10,9,1,0,1,"coding"
"TNFSF12",4,3,1,0,1,"coding"
"TNFRSF13C",24,22,2,0,1,"coding"
"TNFRSF4",6,1,5,0,1,"coding"
"ZBTB43",24,22,2,0,1,"coding"
"ZNF417",26,24,2,0,1,"coding"
"ZNF165",3,2,1,0,1,"coding"
"ZNF250",9,6,3,0,1,"coding"
"ZNF446",16,14,2,0,1,"coding"
"DPF2",14,13,1,0,1,"coding"
"SP2",44,9,35,0,1,"coding"
"ASH2L",7,5,2,0,1,"coding"
"KLF2",39,36,3,0,1,"coding"
